2025-09-14 02:07:17.634 [restartedMain] INFO  c.t.b.TradingInfoBackendApplication - Starting TradingInfoBackendApplication using Java 21.0.7 with PID 43368 (C:\Users\IVA-PC\WebstormProjects\trading-info-backend\build\classes\java\main started by IVA-PC in C:\Users\IVA-PC\WebstormProjects\trading-info-backend)
2025-09-14 03:45:44.049 [restartedMain] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@9938481, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@1f06ffec, org.springframework.security.web.context.SecurityContextHolderFilter@556e7e78, org.springframework.security.web.header.HeaderWriterFilter@25473f10, org.springframework.web.filter.CorsFilter@309c0c41, org.springframework.security.web.csrf.CsrfFilter@13325801, org.springframework.security.web.authentication.logout.LogoutFilter@2f350cb3, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@479d0508, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@7cb6f29f, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@25b31ef6, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@424afe0a, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@541dc684, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@6015ee32, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@3011314d, org.springframework.security.web.access.ExceptionTranslationFilter@7a89c6ab, org.springframework.security.web.access.intercept.AuthorizationFilter@40cad936]
2025-09-14 03:45:44.056 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2025-09-14 03:45:44.060 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 3001 (http) with context path '/api'
2025-09-14 03:45:44.060 [restartedMain] INFO  c.t.b.TradingInfoBackendApplication - Started TradingInfoBackendApplication in 0.472 seconds (process running for 5906.899)
2025-09-14 03:45:44.062 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
2025-09-14 03:49:03.206 [File Watcher] INFO  o.s.b.d.a.LocalDevToolsAutoConfiguration$RestartingClassPathChangeChangedEventListener - Restarting due to 30 class path changes (0 additions, 30 deletions, 0 modifications)
2025-09-14 03:49:03.214 [Thread-20] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2025-09-14 03:49:03.214 [Thread-20] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-6 - Shutdown initiated...
2025-09-14 03:49:03.217 [Thread-20] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-6 - Shutdown completed.
2025-09-14 03:49:04.382 [File Watcher] INFO  o.s.b.d.a.LocalDevToolsAutoConfiguration$RestartingClassPathChangeChangedEventListener - Restarting due to 30 class path changes (0 additions, 0 deletions, 30 modifications)
2025-09-14 03:49:04.389 [Thread-17] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2025-09-14 03:49:04.389 [Thread-17] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-4 - Shutdown initiated...
2025-09-14 03:49:04.391 [Thread-17] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-4 - Shutdown completed.
2025-09-14 03:49:04.469 [restartedMain] INFO  c.t.b.TradingInfoBackendApplication - Starting TradingInfoBackendApplication using Java 21.0.7 with PID 43368 (C:\Users\IVA-PC\WebstormProjects\trading-info-backend\build\classes\java\main started by IVA-PC in C:\Users\IVA-PC\WebstormProjects\trading-info-backend)
2025-09-14 03:49:04.469 [restartedMain] DEBUG c.t.b.TradingInfoBackendApplication - Running with Spring Boot v3.2.2, Spring v6.1.3
2025-09-14 03:49:04.469 [restartedMain] INFO  c.t.b.TradingInfoBackendApplication - No active profile set, falling back to 1 default profile: "default"
2025-09-14 03:49:04.566 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2025-09-14 03:49:04.566 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2025-09-14 03:49:04.572 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 5 ms. Found 3 JPA repository interfaces.
2025-09-14 03:49:04.573 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2025-09-14 03:49:04.573 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-09-14 03:49:04.574 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tradinginfo.backend.repository.LessonRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2025-09-14 03:49:04.574 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tradinginfo.backend.repository.UserProgressRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2025-09-14 03:49:04.574 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tradinginfo.backend.repository.UserRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2025-09-14 03:49:04.574 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 0 ms. Found 0 Redis repository interfaces.
2025-09-14 03:49:04.630 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 3001 (http)
2025-09-14 03:49:04.630 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-09-14 03:49:04.630 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.18]
2025-09-14 03:49:04.640 [restartedMain] INFO  o.a.c.c.C.[.[localhost].[/api] - Initializing Spring embedded WebApplicationContext
2025-09-14 03:49:04.640 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 170 ms
2025-09-14 03:49:04.659 [restartedMain] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2025-09-14 03:49:04.661 [restartedMain] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2025-09-14 03:49:04.663 [restartedMain] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2025-09-14 03:49:04.664 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-5 - Starting...
2025-09-14 03:49:04.695 [restartedMain] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-5 - Added connection org.postgresql.jdbc.PgConnection@2fc95e62
2025-09-14 03:49:04.695 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-5 - Start completed.
2025-09-14 03:49:04.700 [restartedMain] WARN  org.hibernate.orm.deprecation - HHH90000025: PostgreSQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2025-09-14 03:49:04.752 [restartedMain] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2025-09-14 03:49:04.785 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2025-09-14 03:49:04.886 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2025-09-14 03:49:04.938 [restartedMain] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: f11137c0-31b3-40ad-b271-31c915293e7f

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2025-09-14 03:49:04.948 [restartedMain] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@402a1fa9, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@664550b5, org.springframework.security.web.context.SecurityContextHolderFilter@1b5925e2, org.springframework.security.web.header.HeaderWriterFilter@20b16cf8, org.springframework.web.filter.CorsFilter@60206a63, org.springframework.security.web.csrf.CsrfFilter@7e5fef88, org.springframework.security.web.authentication.logout.LogoutFilter@776e53e0, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@4e090d4b, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@16e448a3, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@6a00484b, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@500b4428, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@1afbbaae, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@3d192554, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@7a47c5f5, org.springframework.security.web.access.ExceptionTranslationFilter@568e397c, org.springframework.security.web.access.intercept.AuthorizationFilter@4bfda687]
2025-09-14 03:49:04.956 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2025-09-14 03:49:04.960 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 3001 (http) with context path '/api'
2025-09-14 03:49:04.961 [restartedMain] INFO  c.t.b.TradingInfoBackendApplication - Started TradingInfoBackendApplication in 0.508 seconds (process running for 6107.799)
2025-09-14 03:49:04.962 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
2025-09-14 03:49:04.971 [restartedMain] INFO  c.t.b.TradingInfoBackendApplication - Starting TradingInfoBackendApplication using Java 21.0.7 with PID 45668 (C:\Users\IVA-PC\WebstormProjects\trading-info-backend\build\classes\java\main started by IVA-PC in C:\Users\IVA-PC\WebstormProjects\trading-info-backend)
2025-09-14 03:49:04.971 [restartedMain] DEBUG c.t.b.TradingInfoBackendApplication - Running with Spring Boot v3.2.2, Spring v6.1.3
2025-09-14 03:49:04.971 [restartedMain] INFO  c.t.b.TradingInfoBackendApplication - No active profile set, falling back to 1 default profile: "default"
2025-09-14 03:49:05.050 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2025-09-14 03:49:05.050 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2025-09-14 03:49:05.055 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 4 ms. Found 3 JPA repository interfaces.
2025-09-14 03:49:05.056 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2025-09-14 03:49:05.056 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-09-14 03:49:05.057 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tradinginfo.backend.repository.LessonRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2025-09-14 03:49:05.057 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tradinginfo.backend.repository.UserProgressRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2025-09-14 03:49:05.057 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tradinginfo.backend.repository.UserRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2025-09-14 03:49:05.057 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 0 ms. Found 0 Redis repository interfaces.
2025-09-14 03:49:05.107 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2025-09-14 03:49:05.107 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-09-14 03:49:05.107 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.18]
2025-09-14 03:49:05.118 [restartedMain] INFO  o.a.c.c.C.[.[localhost].[/api] - Initializing Spring embedded WebApplicationContext
2025-09-14 03:49:05.118 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 146 ms
2025-09-14 03:49:05.136 [restartedMain] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2025-09-14 03:49:05.137 [restartedMain] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2025-09-14 03:49:05.139 [restartedMain] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2025-09-14 03:49:05.140 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-7 - Starting...
2025-09-14 03:49:05.170 [restartedMain] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-7 - Added connection org.postgresql.jdbc.PgConnection@27ba3816
2025-09-14 03:49:05.170 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-7 - Start completed.
2025-09-14 03:49:05.175 [restartedMain] WARN  org.hibernate.orm.deprecation - HHH90000025: PostgreSQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2025-09-14 03:49:05.213 [restartedMain] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2025-09-14 03:49:05.243 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2025-09-14 03:49:05.350 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2025-09-14 03:49:05.412 [restartedMain] WARN  o.s.b.d.a.OptionalLiveReloadServer - Unable to start LiveReload server
2025-09-14 03:49:05.417 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/api'
2025-09-14 03:49:05.419 [restartedMain] INFO  c.t.b.TradingInfoBackendApplication - Started TradingInfoBackendApplication in 0.46 seconds (process running for 5862.208)
2025-09-14 03:49:05.419 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
2025-09-14 03:51:05.146 [File Watcher] INFO  o.s.b.d.a.LocalDevToolsAutoConfiguration$RestartingClassPathChangeChangedEventListener - Restarting due to 32 class path changes (2 additions, 0 deletions, 30 modifications)
2025-09-14 03:51:05.151 [Thread-24] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2025-09-14 03:51:05.151 [Thread-24] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-5 - Shutdown initiated...
2025-09-14 03:51:05.153 [Thread-24] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-5 - Shutdown completed.
2025-09-14 03:51:05.190 [restartedMain] INFO  c.t.b.TradingInfoBackendApplication - Starting TradingInfoBackendApplication using Java 21.0.7 with PID 43368 (C:\Users\IVA-PC\WebstormProjects\trading-info-backend\build\classes\java\main started by IVA-PC in C:\Users\IVA-PC\WebstormProjects\trading-info-backend)
2025-09-14 03:51:05.190 [restartedMain] DEBUG c.t.b.TradingInfoBackendApplication - Running with Spring Boot v3.2.2, Spring v6.1.3
2025-09-14 03:51:05.190 [restartedMain] INFO  c.t.b.TradingInfoBackendApplication - No active profile set, falling back to 1 default profile: "default"
2025-09-14 03:51:05.275 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2025-09-14 03:51:05.275 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2025-09-14 03:51:05.281 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 5 ms. Found 3 JPA repository interfaces.
2025-09-14 03:51:05.283 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2025-09-14 03:51:05.283 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-09-14 03:51:05.283 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tradinginfo.backend.repository.LessonRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2025-09-14 03:51:05.284 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tradinginfo.backend.repository.UserProgressRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2025-09-14 03:51:05.284 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tradinginfo.backend.repository.UserRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2025-09-14 03:51:05.284 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 0 ms. Found 0 Redis repository interfaces.
2025-09-14 03:51:05.330 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 3001 (http)
2025-09-14 03:51:05.331 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-09-14 03:51:05.331 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.18]
2025-09-14 03:51:05.341 [restartedMain] INFO  o.a.c.c.C.[.[localhost].[/api] - Initializing Spring embedded WebApplicationContext
2025-09-14 03:51:05.341 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 150 ms
2025-09-14 03:51:05.359 [restartedMain] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2025-09-14 03:51:05.360 [restartedMain] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2025-09-14 03:51:05.362 [restartedMain] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2025-09-14 03:51:05.362 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-6 - Starting...
2025-09-14 03:51:05.380 [File Watcher] INFO  o.s.b.d.a.LocalDevToolsAutoConfiguration$RestartingClassPathChangeChangedEventListener - Restarting due to 32 class path changes (2 additions, 0 deletions, 30 modifications)
2025-09-14 03:51:05.385 [Thread-24] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2025-09-14 03:51:05.386 [Thread-24] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-7 - Shutdown initiated...
2025-09-14 03:51:05.387 [Thread-24] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-7 - Shutdown completed.
2025-09-14 03:51:05.394 [restartedMain] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-6 - Added connection org.postgresql.jdbc.PgConnection@360e0224
2025-09-14 03:51:05.395 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-6 - Start completed.
2025-09-14 03:51:05.399 [restartedMain] WARN  org.hibernate.orm.deprecation - HHH90000025: PostgreSQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2025-09-14 03:51:05.439 [restartedMain] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2025-09-14 03:51:05.465 [restartedMain] INFO  c.t.b.TradingInfoBackendApplication - Starting TradingInfoBackendApplication using Java 21.0.7 with PID 45668 (C:\Users\IVA-PC\WebstormProjects\trading-info-backend\build\classes\java\main started by IVA-PC in C:\Users\IVA-PC\WebstormProjects\trading-info-backend)
2025-09-14 03:51:05.465 [restartedMain] DEBUG c.t.b.TradingInfoBackendApplication - Running with Spring Boot v3.2.2, Spring v6.1.3
2025-09-14 03:51:05.465 [restartedMain] INFO  c.t.b.TradingInfoBackendApplication - No active profile set, falling back to 1 default profile: "default"
2025-09-14 03:51:05.477 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2025-09-14 03:51:05.571 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2025-09-14 03:51:05.571 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2025-09-14 03:51:05.577 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 6 ms. Found 3 JPA repository interfaces.
2025-09-14 03:51:05.579 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2025-09-14 03:51:05.579 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-09-14 03:51:05.579 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tradinginfo.backend.repository.LessonRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2025-09-14 03:51:05.579 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tradinginfo.backend.repository.UserProgressRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2025-09-14 03:51:05.579 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tradinginfo.backend.repository.UserRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2025-09-14 03:51:05.580 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 1 ms. Found 0 Redis repository interfaces.
2025-09-14 03:51:05.588 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2025-09-14 03:51:05.623 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2025-09-14 03:51:05.623 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-09-14 03:51:05.623 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.18]
2025-09-14 03:51:05.633 [restartedMain] INFO  o.a.c.c.C.[.[localhost].[/api] - Initializing Spring embedded WebApplicationContext
2025-09-14 03:51:05.633 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 167 ms
2025-09-14 03:51:05.639 [restartedMain] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: f39e05ad-a628-4dce-8665-8fbc27ad7747

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2025-09-14 03:51:05.649 [restartedMain] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@5698978d, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@17667751, org.springframework.security.web.context.SecurityContextHolderFilter@a628198, org.springframework.security.web.header.HeaderWriterFilter@2696101d, org.springframework.web.filter.CorsFilter@4e04733b, org.springframework.security.web.csrf.CsrfFilter@1e88dfe7, org.springframework.security.web.authentication.logout.LogoutFilter@7c3dde23, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@4a92653b, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@583c0950, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@75479471, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@58cc668c, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@524d00d4, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@4ebcfe62, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@67f141ab, org.springframework.security.web.access.ExceptionTranslationFilter@922b9f6, org.springframework.security.web.access.intercept.AuthorizationFilter@6d95855a]
2025-09-14 03:51:05.650 [restartedMain] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2025-09-14 03:51:05.651 [restartedMain] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2025-09-14 03:51:05.653 [restartedMain] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2025-09-14 03:51:05.654 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-8 - Starting...
2025-09-14 03:51:05.654 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2025-09-14 03:51:05.659 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 3001 (http) with context path '/api'
